Scenario,30201,50102,293874,300871,301060,343310
11,17.23657890817326,19.779371433152374,17.884226915157264,19.50297785663359,18.35403297272816,18.342482888101003
12,19.874668488233088,19.833227110179575,19.862736597624032,19.84798226230545,19.863560134966878,19.87844880414111
13,19.30777388474019,19.815117914179496,19.01318624077821,19.66662823007775,19.10054891169809,18.81340270653433
14,19.866114505974387,19.837904975697494,19.876368128317903,19.896999032545928,19.720888928573878,19.818121920368128
31,22.665845885005698,22.707670861800732,21.83251505951489,24.250921424749706,22.089795689453727,23.91111253620516
32,28.899514304443997,29.582383268508853,29.76194831601362,29.74683113824626,29.089631762906972,29.73575756256662
33,27.31399145385253,27.492761507880513,27.791735562874198,28.092017147328924,27.31031922078773,28.08429733846615
34,29.42629420514692,29.648884226761705,29.760436682818728,29.65616285525459,29.12393593150934,29.73570267951687
51,28.878015516290194,29.28316723527292,29.492630126215957,32.081721841586905,29.96556231437751,29.526954715157817
52,39.099745153624255,39.60344218149057,38.30840424294883,39.2243108346735,39.23858330507781,36.743619568889706
53,36.786604173750334,37.17670343889618,36.82738207050711,37.82936240672594,36.21509657872093,37.47309304188418
54,39.189463681759236,39.6310834555364,38.542460252577214,39.46042524797266,39.40695709960577,38.70018984200446
