Scenario,30201,50102,293874,300871,301060,343310
11,2.0508430004119873,1.6685824394226074,0.5841689109802246,0.577946662902832,0.6060700416564941,0.5913441181182861
12,2.438042163848877,2.4225962162017822,0.8094680309295654,0.7509970664978027,0.7643778324127197,0.8411169052124023
13,2.28963041305542,1.5373883247375488,0.6505081653594971,0.617870569229126,0.6876158714294434,0.6579592227935791
14,2.496279001235962,2.5637927055358887,0.7356729507446289,0.7365152835845947,0.8665657043457031,0.7373218536376953
31,4.09805154800415,3.7469563484191895,1.467630386352539,1.4075210094451904,1.7191143035888672,1.553063154220581
32,5.495048761367798,4.986377954483032,1.7764205932617188,1.8976962566375732,2.426940441131592,1.9963133335113525
33,5.0842015743255615,3.6277308464050293,1.4218709468841553,3.1772079467773438,1.460472583770752,1.5497386455535889
34,4.779207468032837,5.672358751296997,2.31884765625,5.5128333568573,2.0404703617095947,1.8539557456970215
51,5.884347677230835,5.979720592498779,2.3586015701293945,7.152928113937378,2.218776226043701,2.1505019664764404
52,9.144989013671875,8.24709677696228,3.184441089630127,9.686658382415771,3.4168169498443604,3.315183401107788
53,7.554247140884399,6.111048460006714,2.5690062046051025,8.145389556884766,2.5287559032440186,2.6762166023254395
54,8.401370286941528,7.184011459350586,3.363443613052368,11.326375722885132,3.045250654220581,3.2438082695007324
