Scenario,OrderSize,30201,50102,130944,189463,293874,300871,301060,343310,470129,570183,612937,789124,846208,987034
53,4,1275.36,983.22,877.07,1185.65,1128.9,1041.61,1193.99,948.43,913.7,1139.06,935.54,860.67,949.43,1196.16
53,5,643.18,936.15,1900.61,484.18,192.92,934.38,949.48,1917.72,829.99,584.36,663.19,1821.8,722.14,1071.56
53,6,,1059.92,279.39,,796.97,,867.66,642.0,1257.49,,,349.52,1954.06,1381.07
53,7,,,598.83,,,,,835.76,,,,,,
53,9,,,,,,,,,,,,,1309.83,
53,Total,850.8,835.74,838.13,837.05,874.0,828.37,934.93,895.12,800.89,883.64,923.98,788.89,843.25,793.07
54,1,1072.99,1061.22,943.76,920.7,1045.87,1019.69,967.99,917.25,1001.5,1055.77,1040.52,802.78,1011.3,999.83
54,2,1098.72,1117.76,1004.98,992.81,1184.38,1117.99,1161.69,1090.02,1036.85,1159.15,1088.86,947.74,984.69,1110.76
54,3,1244.84,932.06,1157.39,1208.33,1190.89,969.95,1126.26,1048.66,1009.95,1187.64,1016.48,938.73,1092.17,1146.04
54,4,918.68,1468.39,946.52,940.75,1280.55,1001.56,1055.32,1224.64,1205.2,1230.8,1224.58,1166.33,1009.24,1224.3
54,5,1661.64,1604.28,1206.74,1044.92,1152.15,1197.85,1096.95,1062.0,1145.75,1339.76,1166.33,1282.51,1354.77,1079.18
54,6,1374.11,1352.33,1541.3,1865.69,946.71,928.54,1197.55,1392.51,1389.87,1312.07,1461.03,682.05,1129.59,1702.69
54,7,588.22,1518.64,1357.74,1003.77,1510.75,1532.29,1218.12,1489.54,1522.72,1035.18,889.91,1857.19,1316.53,1543.42
54,8,497.31,1157.65,,,,,1121.74,,1916.21,,775.85,1369.7,1376.88,1237.65
54,9,,,659.62,,,,,444.52,,845.87,,2958.49,,1247.26
54,10,1879.33,1032.42,988.64,1866.33,1022.37,1626.15,,,1339.97,,,,1901.68,
54,11,,,,,1920.64,3352.98,,,2026.92,,,,,
54,12,,,1166.04,,,,,,,,,,,
54,13,,188.87,,,1036.41,,,,,,,,,
54,15,,,,,,,,,,,,,2164.81,
54,Total,1121.02,1114.11,1010.4,1006.28,1133.16,1054.44,1062.07,1040.86,1069.56,1130.87,1079.48,912.89,1035.67,1096.76
