Scenario,30201,50102,293874,300871,301060,343310,570183,612937,789124,987034
11,19.66803464650763,19.77942364623798,19.737180192372865,19.772805270146552,19.88337802371065,19.80537482915459,19.751370996111277,19.703252704870327,19.752836911901262,19.516702012731283
12,19.85511938007828,19.84102129199811,19.878447481046447,19.829814842122236,19.92559217834219,19.875739084098843,19.815121834793025,19.858080889207532,19.818132861541265,19.85248762575581
13,19.71189696923944,19.748655353009717,19.694772851711043,19.706822342975972,19.79251173787641,19.74737496951064,19.702383732033216,19.68395176360686,19.715426462556746,19.713079646447962
14,19.831762842323922,19.812432436025162,19.825293005332085,19.908267469851292,19.87431177477761,19.899408699005836,19.811235962321142,19.873490542202887,19.858943304651355,19.81339249141167
31,28.390772404144183,26.378071592848453,25.108673206419322,27.923508783303376,28.540867641604123,29.562782045853943,28.34440092585981,29.04569173597215,24.00875612741233,26.146782500745125
32,29.761147262934756,29.74186350877725,29.812532859191567,29.737336474401115,29.847643128101467,29.819698680568084,29.760887466934953,29.812131308718353,29.806295937094568,29.859208968789236
33,29.63658126814564,29.63187886960659,29.556517674080215,29.639055164261602,29.597683190149173,29.675916504168843,29.689256656224188,29.62119010115161,29.50773313304239,29.63716706438005
34,29.75297050593443,29.731794417347476,29.74158344337455,29.7374323718472,29.82440829105414,29.811976430549038,29.695569126886756,29.82466811868119,29.78075571133206,29.855349555487958
51,35.117506077323746,33.46728238393474,35.34603995828842,35.93471072861362,38.34059475603151,38.061466044570714,38.47423393171557,38.45936705116978,30.885898906540156,34.46997058256383
52,39.695320992447236,39.7196355168337,39.747187282569094,39.77171065228803,39.776905041578324,39.74292460677433,39.707925512596326,39.69932133658829,39.72733750362972,39.7626530581408
53,39.664052279372484,39.59529460720932,39.54274763387853,39.56532886160857,39.61159817226946,39.67442039907226,39.65764856516968,39.618357413419524,39.53850715979514,39.595661184857
54,39.680193057437556,39.65234015720771,39.734289067534064,39.77172963427873,39.77683260966484,39.752640029403466,39.70798803650224,39.70762245510292,39.70987735522995,39.76104038397643
